	DISTRIBUTION OF FEDERAL PELL GRANT RECIPIENTS 					
	BY TYPE AND CONTROL OF INSTITUTION					
	AWARD YEAR 2017-2018					
						
OPE_ID	INSTITUTION NAME	INSTITUTION CITY	INSTITUTION STATE	INSTITUTION TYPE AND CONTROL	 TOTAL AWARDS 	 TOTAL RECIPIENTS 
100200	ALABAMA AGRCLTL & MECHL UNIV	NORMAL	AL	Public 4yr	"$18,323,395"	"3,701"
100300	FAULKNER UNIVERSITY	MONTGOMERY	AL	Private 4yr	"$7,229,388"	"1,700"
100400	UNIVERSITY OF MONTEVALLO	MONTEVALLO	AL	Public 4yr	"$4,635,422"	994
100500	ALABAMA STATE UNIVERSITY	MONTGOMERY	AL	Public 4yr	"$14,871,686"	"3,308"
100700	CENTRAL ALABAMA COMMUNITY COLLEGE	ALEXANDER CITY	AL	Public 2yr	"$3,795,433"	948
100800	ATHENS STATE UNIVERSITY	ATHENS	AL	Public 4yr	"$5,794,023"	"1,481"
100900	AUBURN UNIVERSITY	AUBURN	AL	Public 4yr	"$17,652,120"	"3,840"
101200	BIRMINGHAM SOUTHERN COLLEGE	BIRMINGHAM	AL	Private 4yr	"$1,274,061"	290
101300	CALHOUN COMMUNITY COLLEGE	DECATUR	AL	Public 2yr	"$12,751,291"	"3,680"
101500	ENTERPRISE STATE COMMUNITY COLLEGE	ENTERPRISE	AL	Public 2yr	"$3,590,549"	880
101600	UNIVERSITY OF NORTH ALABAMA	FLORENCE	AL	Public 4yr	"$11,302,753"	"2,480"
101700	GADSDEN STATE COMMUNITY COLLEGE	GADSDEN	AL	Public 2yr	"$11,780,531"	"2,953"
101800	GEORGE C WALLACE COMMUNITY COLLEGE	DOTHAN	AL	Public 2yr	"$10,498,705"	2721
101900	HUNTINGDON COLLEGE	MONTGOMERY	AL	Private 4yr	"$2,349,143"	517
102000	JACKSONVILLE STATE UNIVERSITY	JACKSONVILLE	AL	Public 4yr	"$13,807,612"	3132
102200	JEFFERSON STATE COMMUNITY COLLEGE	BIRMINGHAM	AL	Public 2yr	"$10,767,431"	"3,131"
102300	JUDSON COLLEGE	MARION	AL	Private 4yr	"$729,604"	218
102400	UNIVERSITY OF WEST ALABAMA	LIVINGSTON	AL	Public 4yr	"$5,814,412"	"1,285"
102600	MARION MILITARY INSTITUTE	MARION	AL	Public 2yr	"$892,170"	187
102800	MILES COLLEGE	FAIRFIELD	AL	Private 4yr	"$8,398,023"	"1,770"
102900	UNIVERSITY OF MOBILE	MOBILE	AL	Private 4yr	"$2,706,222"	637
103000	BISHOP STATE COMMUNITY COLLEGE	MOBILE	AL	Public 2yr	"$8,964,352"	"2,229"
103100	NORTHEAST ALABAMA STATE CMNTY COLG	RAINSVILLE	AL	Public 2yr	"$6,546,853"	1590
103300	OAKWOOD COLLEGE	HUNTSVILLE	AL	Private 4yr	"$3,822,410"	882
103600	SAMFORD UNIVERSITY	BIRMINGHAM	AL	Private 4yr	"$1,893,788"	419
103800	SNEAD STATE COMMUNITY COLLEGE	BOAZ	AL	Public 2yr	"$5,233,885"	1231
104000	SOUTHERN UNION STATE COMMUNITY CLG	WADLEY	AL	Public 2yr	"$9,172,478"	2134
104100	SPRING HILL COLLEGE	MOBILE	AL	Private 4yr	"$2,409,474"	507
104400	STILLMAN COLLEGE	TUSCALOOSA	AL	Private 4yr	"$2,682,483"	541
104600	TALLADEGA COLLEGE	TALLADEGA	AL	Private 4yr	"$4,205,703"	763
104700	TROY UNIVERSITY	TROY	AL	Public 4yr	"$24,656,165"	6205
105000	TUSKEGEE UNIVERSITY	TUSKEGEE	AL	Private 4yr	"$7,230,454"	1459
105100	UNIVERSITY OF ALABAMA (THE)	TUSCALOOSA	AL	Public 4yr	"$28,325,422"	6314
105200	UNIVERSITY OF ALABAMA AT BIRMINGHAM	BIRMINGHAM	AL	Public 4yr	"$24,077,413"	"5,216"
105500	UNIVERSITY OF ALABAMA IN HUNTSVILLE	HUNTSVILLE	AL	Public 4yr	"$8,648,852"	"2,051"
105700	UNIVERSITY OF SOUTH ALABAMA	MOBILE	AL	Public 4yr	"$21,158,650"	"4,546"
105900	LAWSON STATE COMMUNITY COLLEGE	BIRMINGHAM	AL	Public 2yr	"$10,572,386"	"2,696"
106000	COASTAL ALABAMA COMMUNITY COLLEGE	BAY MINETTE	AL	Public 2yr	"$13,067,215"	"3,089"
106100	ALASKA PACIFIC UNIVERSITY	ANCHORAGE	AK	Private 4yr	"$472,520"	122
106300	UNIVERSITY OF ALASKA FAIRBANKS	FAIRBANKS	AK	Public 4yr	"$6,069,904"	"1,791"
106500	UNIVERSITY OF ALASKA SOUTHEAST	JUNEAU	AK	Public 4yr	"$1,478,450"	432
107100	ARIZONA WESTERN COLLEGE	YUMA	AZ	Public 2yr	"$13,442,076"	"4,009"
107200	COCHISE COLLEGE	SIERRA VISTA	AZ	Public 2yr	"$5,979,905"	1606
107300	EASTERN ARIZONA COLLEGE	THATCHER	AZ	Public 2yr	"$5,123,003"	"1,343"
107400	GRAND CANYON UNIVERSITY	PHOENIX	AZ	Proprietary 4yr	"$145,412,708"	35127
107600	GLENDALE COMMUNITY COLLEGE	GLENDALE	AZ	Public 2yr	"$25,965,489"	"7,350"
107700	MESA COMMUNITY COLLEGE	MESA	AZ	Public 2yr	"$22,506,575"	"6,508"
107800	PHOENIX COLLEGE	PHOENIX	AZ	Public 2yr	"$17,652,391"	"4,995"
107900	YAVAPAI COLLEGE	PRESCOTT	AZ	Public 2yr	"$8,804,978"	"2,585"
108100	ARIZONA STATE UNIV (ALL CAMPUSES)	TEMPE	AZ	Public 4yr	"$142,197,919"	"35,188"
108200	NORTHERN ARIZONA UNIVERSITY	FLAGSTAFF	AZ	Public 4yr	"$43,290,634"	"10,261"
108300	UNIVERSITY OF ARIZONA	TUCSON	AZ	Public 4yr	"$49,163,613"	"10,906"
108500	UNIV ARKANSAS MONTICELLO	MONTICELLO	AR	Public 4yr	"$8,208,889"	"1,899"
108600	UNIV OF ARKANSAS AT PINE BLUFF	PINE BLUFF	AR	Public 4yr	"$9,244,309"	"1,940"
108700	ARKANSAS BAPTIST COLLEGE	LITTLE ROCK	AR	Private 4yr	"$2,362,368"	557
108800	LYON COLLEGE	BATESVILLE	AR	Private 4yr	"$1,136,395"	253
108900	ARKANSAS TECH UNIVERSITY	RUSSELLVILLE	AR	Public 4yr	"$19,753,465"	"4,609"
109000	ARKANSAS STATE UNIVERSITY	JONESBORO	AR	Public 4yr	"$19,228,668"	"4,314"
109100	ARKANSAS STATE UNIVERSITY - BEEBE	BEEBE	AR	Public 2yr	"$5,843,831"	1446
109200	UNIVERSITY OF CENTRAL ARKANSAS	CONWAY	AR	Public 4yr	"$17,796,578"	3910
109300	CENTRAL BAPTIST COLLEGE	CONWAY	AR	Private 4yr	"$1,631,846"	391
109400	UNIVERSITY OF THE OZARKS	CLARKSVILLE	AR	Private 4yr	"$1,424,782"	314
109500	CROWLEYS RIDGE COLLEGE	PARAGOULD	AR	Private 4yr	"$491,250"	107
109700	HARDING UNIVERSITY	SEARCY	AR	Private 4yr	"$4,661,793"	"1,051"
109800	HENDERSON STATE UNIVERSITY	ARKADELPHIA	AR	Public 4yr	"$6,996,145"	1489
109900	HENDRIX COLLEGE	CONWAY	AR	Private 4yr	"$1,546,797"	341
110000	JOHN BROWN UNIVERSITY	SILOAM SPRINGS	AR	Private 4yr	"$2,518,394"	611
110100	UNIV ARKANSAS LITTLE ROCK	LITTLE ROCK	AR	Public 4yr	"$15,592,413"	"3,817"
110200	OUACHITA BAPTIST UNIVERSITY	ARKADELPHIA	AR	Private 4yr	"$2,126,497"	468
110300	PHILANDER SMITH COLLEGE	LITTLE ROCK	AR	Private 4yr	"$4,256,366"	844
110400	PHILLIPS COUNTY COMMUNITY COLLEGE	HELENA	AR	Public 2yr	"$2,836,447"	715
110500	SHORTER COLLEGE	NORTH LITTLE ROCK	AR	Private 2yr	"$3,694,818"	839
110600	WILLIAMS BAPTIST COLLEGE	WALNUT RIDGE	AR	Private 4yr	"$1,015,259"	233
110700	SOUTHERN ARKANSAS UNIVERSITY	MAGNOLIA	AR	Public 4yr	"$8,428,694"	1794
110800	UNIV ARKANSAS FAYETTEVILLE	FAYETTEVILLE	AR	Public 4yr	"$21,150,610"	4829
110900	UNIVERSITY OF ARKANSAS FOR MEDICAL SCIEN	LITTLE ROCK	AR	Public 4yr	"$1,010,498"	231
111000	UNIVERSITY OF ARKANSAS-FORT SMITH	FORT SMITH	AR	Public 4yr	"$13,479,064"	3122
111100	ALLAN HANCOCK COLLEGE	SANTA MARIA	CA	Public 2yr	"$9,862,111"	"2,762"
111300	ANTELOPE VALLEY COLLEGE	LANCASTER	CA	Public 4yr	"$25,488,315"	"7,768"
111600	ART CENTER COLLEGE OF DESIGN	PASADENA	CA	Private 4yr	"$3,974,072"	817
111700	AZUSA PACIFIC UNIVERSITY	AZUSA	CA	Private 4yr	"$15,581,686"	"3,708"
111800	BAKERSFIELD COLLEGE	BAKERSFIELD	CA	Public 4yr	"$44,710,677"	"12,564"
111900	BARSTOW COMMUNITY COLLEGE	BARSTOW	CA	Public 2yr	"$7,680,613"	"2,070"
112200	BIOLA UNIVERSITY	LA MIRADA	CA	Private 4yr	"$5,899,332"	1377
112400	CABRILLO COLLEGE	APTOS	CA	Public 2yr	"$10,273,647"	"2,790"
112500	CALIFORNIA BAPTIST UNIVERSITY	RIVERSIDE	CA	Private 4yr	"$17,296,299"	"3,896"
112700	CALIFORNIA COLLEGE OF THE ARTS	SAN FRANCISCO	CA	Private 4yr	"$1,870,131"	412
113100	CALIFORNIA INSTITUTE OF TECHNOLOGY	PASADENA	CA	Private 4yr	"$618,165"	136
113200	CALIFORNIA INSTITUTE OF THE ARTS	VALENCIA	CA	Private 4yr	"$1,256,860"	271
113300	CALIFORNIA LUTHERAN UNIVERSITY	THOUSAND OAKS	CA	Private 4yr	"$4,492,423"	"1,053"
113400	CALIFORNIA MARITIME ACADEMY	VALLEJO	CA	Public 4yr	"$1,643,184"	315
113700	CALIF STATE UNIV-FULLERTON	FULLERTON	CA	Public 4yr	"$85,037,011"	19076
113800	"CALIFORNIA STATE UNIVERSITY, EAST BAY"	HAYWARD	CA	Public 4yr	"$30,180,233"	6988
113900	CALIF STATE UNIV-LONG BEACH	LONG BEACH	CA	Public 4yr	"$80,460,943"	18022
114000	CALIF STATE UNIV-LOS ANGELES	LOS ANGELES	CA	Public 4yr	"$84,953,170"	17709
114100	"CALIF STATE UNIV, DOMINGUEZ HILLS"	CARSON	CA	Public 4yr	"$39,507,080"	8938
114200	CALIF STATE UNIV SAN BERNARDINO	SAN BERNARDINO	CA	Public 4yr	"$57,125,437"	"12,116"
114300	CAL POLY STATE UNIVERSITY	SAN LUIS OBISPO	CA	Public 4yr	"$18,031,149"	"4,132"
114400	CALIF STATE POLYTECHNIC UNIV POMONA	POMONA	CA	Public 4yr	"$57,238,031"	"12,451"
114600	CALIF STATE UNIV - CHICO	CHICO	CA	Public 4yr	"$38,880,543"	"8,408"
114700	CALIF STATE UNIV - FRESNO	FRESNO	CA	Public 4yr	"$66,847,884"	"14,358"
114900	HUMBOLDT STATE UNIVERSITY	ARCATA	CA	Public 4yr	"$22,089,149"	"4,746"
115000	CALIF STATE UNIV-SACRAMENTO	SACRAMENTO	CA	Public 4yr	"$73,695,899"	"16,839"
115100	SAN DIEGO STATE UNIVERSITY	SAN DIEGO	CA	Public 4yr	"$50,297,062"	"10,754"
115300	CALIF STATE UNIV-NORTHRIDGE	NORTHRIDGE	CA	Public 4yr	"$99,712,244"	"21,338"
115400	SAN FRANCISCO STATE UNIVERSITY	SAN FRANCISCO	CA	Public 4yr	"$60,810,534"	"12,931"
115500	SAN JOSE STATE UNIVERSITY	SAN JOSE	CA	Public 4yr	"$54,737,267"	"12,370"
115600	SONOMA STATE UNIVERSITY	ROHNERT PARK	CA	Public 4yr	"$14,744,919"	"3,337"
115700	CALIF STATE UNIV-STANISLAUS	TURLOCK	CA	Public 4yr	"$27,506,651"	"6,297"
116100	CERRITOS COLLEGE	NORWALK	CA	Public 2yr	"$33,316,679"	"9,878"
116200	CHABOT COLLEGE	HAYWARD	CA	Public 2yr	"$11,064,862"	"2,987"
116300	CHAFFEY COLLEGE	RANCHO CUCAMONGA	CA	Public 2yr	"$23,818,946"	"7,452"
116400	CHAPMAN UNIVERSITY	ORANGE	CA	Private 4yr	"$5,962,428"	"1,351"
116600	CITRUS COLLEGE	GLENDORA	CA	Public 2yr	"$16,823,042"	"4,768"
117000	CLAREMONT MCKENNA COLLEGE	CLAREMONT	CA	Private 4yr	"$885,164"	186
117100	HARVEY MUDD COLLEGE	CLAREMONT	CA	Private 4yr	"$485,372"	117
117200	PITZER COLLEGE	CLAREMONT	CA	Private 4yr	"$841,858"	183
117300	POMONA COLLEGE	CLAREMONT	CA	Private 4yr	"$1,749,720"	369
117400	SCRIPPS COLLEGE	CLAREMONT	CA	Private 4yr	"$532,382"	113
117600	WEST HILLS COMMUNITY COLLEGE	COALINGA	CA	Public 2yr	"$4,257,635"	1015
117700	COGSWELL POLYTECHNICAL COLLEGE	SUNNYVALE	CA	Proprietary 4yr	"$1,396,298"	275
117800	COLLEGE OF MARIN	KENTFIELD	CA	Public 2yr	"$2,953,127"	875
117900	NOTRE DAME DE NAMUR UNIVERSITY	BELMONT	CA	Private 4yr	"$2,066,624"	508
118100	COLLEGE OF SAN MATEO	SAN MATEO	CA	Public 2yr	"$4,366,555"	1099
118200	COLLEGE OF THE DESERT	PALM DESERT	CA	Public 2yr	"$17,921,950"	"5,093"
118300	HOLY NAMES UNIVERSITY	OAKLAND	CA	Private 4yr	"$1,433,805"	315
118500	COLLEGE OF THE REDWOODS	EUREKA	CA	Public 2yr	"$6,792,363"	1958
118600	COLLEGE OF THE SEQUOIAS	VISALIA	CA	Public 2yr	"$21,074,310"	5930
118700	COLLEGE OF THE SISKIYOUS	WEED	CA	Public 2yr	"$2,973,179"	786
119000	CONTRA COSTA COLLEGE	SAN PABLO	CA	Public 2yr	"$7,022,751"	"1,962"
